Month,EW,Factordiff,Emp,ShrEmp
0.000000000000000000e+00,5.000000000000000711e+01,1.112055662765110810e+03,6.896714110311310151e+02,4.317718856358461608e+02
1.000000000000000000e+00,5.000000000000000711e+01,2.295061613807629783e+03,7.047428207899255312e+02,4.393277106605891049e+02
2.000000000000000000e+00,5.000000000000000711e+01,3.366931885045654326e+03,7.998493126622106502e+02,4.946740619195736599e+02
3.000000000000000000e+00,5.000000000000000711e+01,2.882906424349937879e+03,8.307055819179728360e+02,5.198716236985389969e+02
4.000000000000000000e+00,5.000000000000000711e+01,1.707967621730388828e+03,8.555921327579471836e+02,5.193564229678141828e+02
5.000000000000000000e+00,5.000000000000000711e+01,1.907629057637807136e+03,8.958310896115252717e+02,5.174400635444545742e+02
6.000000000000000000e+00,5.000000000000000711e+01,2.017847752862461675e+03,8.964881301184951781e+02,5.196436226553048527e+02
7.000000000000000000e+00,5.000000000000000711e+01,1.710700183087906453e+03,8.924778186273890697e+02,5.151601486393280993e+02
8.000000000000000000e+00,5.000000000000000711e+01,1.320546109419636423e+03,9.090941562590179501e+02,5.136750367505046597e+02
9.000000000000000000e+00,5.000000000000000711e+01,2.001283316659388220e+03,8.823859475581272136e+02,5.101544702058592975e+02
1.000000000000000000e+01,5.000000000000000711e+01,3.043901213019132683e+03,9.630706669667200686e+02,5.418901511032249800e+02
1.100000000000000000e+01,5.000000000000000711e+01,2.396616346015500312e+03,9.805455300075739160e+02,5.352105185506604812e+02
1.200000000000000000e+01,5.000000000000000711e+01,2.547342263136125439e+03,9.116210225794472990e+02,5.282910577955306053e+02
1.300000000000000000e+01,5.000000000000000711e+01,2.088646743992826941e+03,9.506715667769159381e+02,5.565336475826105698e+02
1.400000000000000000e+01,5.000000000000000711e+01,2.174571311267868623e+03,9.437195897094718475e+02,5.564576925817557367e+02
1.500000000000000000e+01,5.000000000000000711e+01,3.080969233408969103e+03,9.368645389235529137e+02,5.530677837304782543e+02
1.600000000000000000e+01,5.000000000000000711e+01,1.372092598569822940e+03,9.365360482299971636e+02,5.531072146120541220e+02
1.700000000000000000e+01,5.000000000000000711e+01,1.764601284382897347e+03,9.194364486945561339e+02,5.473258998419139516e+02
1.800000000000000000e+01,5.000000000000000711e+01,1.794159369433019947e+03,9.156022999858355433e+02,5.318381812034934910e+02
1.900000000000000000e+01,5.000000000000000711e+01,1.907344774108920319e+03,9.131226377911391410e+02,5.303016648797511152e+02
2.000000000000000000e+01,5.000000000000000711e+01,2.304594472572946415e+03,9.644841680676532860e+02,5.510318809561313174e+02
2.100000000000000000e+01,5.000000000000000711e+01,2.166512285832196085e+03,9.595964532895596903e+02,5.485812614519142016e+02
2.200000000000000000e+01,5.000000000000000711e+01,2.971413892539792414e+03,9.757031589027220662e+02,5.617716064597303784e+02
2.300000000000000000e+01,5.000000000000000711e+01,1.966270338735314454e+03,9.607791663307083354e+02,5.465363481460607318e+02
2.400000000000000000e+01,5.000000000000000711e+01,1.807749223971795118e+03,9.987379778236986567e+02,5.748550596242833990e+02
2.500000000000000000e+01,5.000000000000000711e+01,2.290070081299671983e+03,9.898719108219958116e+02,5.780460411901447060e+02
2.600000000000000000e+01,5.000000000000000711e+01,1.869075592549419525e+03,9.843791127407226895e+02,5.679104832811187862e+02
2.700000000000000000e+01,5.000000000000000711e+01,1.952835067093460793e+03,9.179190445405550918e+02,5.585891426009472980e+02
2.800000000000000000e+01,5.000000000000000711e+01,3.788860824344681532e+03,8.907475375155537449e+02,5.502860957838158811e+02
2.900000000000000000e+01,5.000000000000000711e+01,6.698146834975916136e+03,9.538206170447267596e+02,5.878982672237716542e+02
